Component,Component,Test Case,TC Identifier,Test Type,Estimated Duration (min),Priority,Pass/Fail,LPS Ticket,Tester,Date,Test Name,Test Steps
Clustering,,Scheduler 1,8b,Functional,-,4,,,,,ClusteringMissingPlugins#ScheduleJobOnClusterNode1,"1. Configure two nodes as a cluster
1. Enable cluster on both nodes by setting: cluster.link.enabled=true
2. Configure two nodes to use same database (HSQL is not allowed in cluster environment)
3. Enable debugging for scheduler job by copying file log4j/com.liferay.cluster.test.module-log4j-ext.xml to liferay-bundle/osgi/log4j
2. Start node1 and wait for it is fully started
3. On node1, assert console and find control channel’s address : liferay-Precision-5520-37063
-------------------------------------------------------------------
GMS: address=liferay-Precision-5520-37063, cluster=liferay-channel-control, physical address=172.16.20.96:37714
-------------------------------------------------------------------
4. Start node2 and wait for it is fully started
5. On node2, assert console and find control channel’s address: liferay-Precision-5520-30711
-------------------------------------------------------------------
GMS: address=liferay-Precision-5520-30711, cluster=liferay-channel-control, physical address=172.16.20.96:44936
-------------------------------------------------------------------
6. On node1, assert console
Accepted view [liferay-Precision-5520-37063|1] (2) [liferay-Precision-5520-37063,
liferay-Precision-5520-30711]
7. On node2, assert console
Accepted view [liferay-Precision-5520-37063|1] (2) [liferay-Precision-5520-37063,
liferay-Precision-5520-30711]
8. On node1, deploy and start module: com.liferay.cluster.test.module.jar
9. On node1, assert console, job is running
Memory clustered job from modules is triggered at 1502232826800
10. Shutdown node1
11. On node2, go to Control Panel->Configuration->Server Administration->Script, run Groovy Scripts/groovy-script-master-slave
12. On node2, assert result
This node is master node
13. On node2, assert console, job is NOT running
14. On node2, deploy and start module: com.liferay.cluster.test.module.jar
15. On node2, assert console
Scheduler job com.liferay.cluster.test.module.internel.SchedulerTestMessageListener.com.liferay.cluster.test.module.internel.SchedulerTestMessageListener already exists
16. On node2, assert console, job is running
Memory clustered job from modules is triggered at 1502232826800"
Clustering,,Scheduler 2,8c,Functional,-,4,,,,,ClusteringMissingPlugins#ScheduleJobOnAllClusterNodes,"1. Configure two nodes as a cluster
1. Enable cluster on both nodes by setting: cluster.link.enabled=true
2. Configure two nodes to use same database (HSQL is not allowed in cluster environment)
3. Enable debugging for scheduler job by copying file log4j/com.liferay.cluster.test.module-log4j-ext.xml to liferay-bundle/osgi/log4j
2. Start node1 and wait for it is fully started
3. On node1, assert console and find control channel’s address : liferay-Precision-5520-37063
-------------------------------------------------------------------
GMS: address=liferay-Precision-5520-37063, cluster=liferay-channel-control, physical address=172.16.20.96:37714
-------------------------------------------------------------------
4. Start node2 and wait for it is fully started
5. On node2, assert console and find control channel’s address: liferay-Precision-5520-30711
-------------------------------------------------------------------
GMS: address=liferay-Precision-5520-30711, cluster=liferay-channel-control, physical address=172.16.20.96:44936
-------------------------------------------------------------------
6. On node1, assert console
Accepted view [liferay-Precision-5520-37063|1] (2) [liferay-Precision-5520-37063,
liferay-Precision-5520-30711]
7. On node2, assert console
Accepted view [liferay-Precision-5520-37063|1] (2) [liferay-Precision-5520-37063,
liferay-Precision-5520-30711]
8. On node1, go to Control Panel->Configuration->Server Administration->Script, run Groovy Scripts/groovy-script-master-slave
9. On node1, assert result
This node is master node
10. On node2, go to Control Panel->Configuration->Server Administration->Script, run Groovy Scripts/groovy-script-master-slave
11. On node2, assert result
This node is slave node
12. On node2, deploy and start module: com.liferay.cluster.test.module.jar
13. On node1, assert console, job is NOT running
14. On node2, assert console, job is NOT running
15. On node1, deploy and start module: com.liferay.cluster.test.module.jar
16. On node1, assert console, job is running
Memory clustered job from modules is triggered at 1502232826800
17. Shutdown node1
18. On node2, go to Control Panel->Configuration->Server Administration->Script, run Groovy Scripts/groovy-script-master-slave
19. On node2, assert result
This node is master node
20. On node2, assert console
Memory clustered job from modules is triggered at 1502232826800"
Clustering,,Test Group 9 - JGroups Configs,,,,,,,,,,
Clustering,,JDBC_PING,9a,Functional,25,5,,,,,ClusteringConfigs#StartupJDBCPING ,"1. Configure two nodes as a cluster
1. Enable cluster on both nodes by setting: cluster.link.enabled=true
2. Configure two nodes to use same database (HSQL is not allowed in cluster environment)
3. Modify channel properties to use JDBC_PING by setting[d][e]:                 cluster.link.channel.properties.control[f][g]=UDP(bind_addr=${cluster.link.bind.addr[""cluster-link-control""]};mcast_group_addr=${multicast.group.address[""cluster-link-control""]};mcast_port=${multicast.group.port[""cluster-link-control""]}):JDBC_PING(connection_driver=${jdbc.default.driverClassName};connection_url=${jdbc.default.url};connection_username=${jdbc.default.username};connection_password=${jdbc.default.password}):MERGE3(min_interval=10000;max_interval=30000):FD_SOCK:FD_ALL:VERIFY_SUSPECT(timeout=1500):pbcast.NAKACK2(xmit_interval=500;xmit_table_num_rows=100;xmit_table_msgs_per_row=2000;xmit_table_max_compaction_time=30000;max_msg_batch_size=500;use_mcast_xmit=false;discard_delivered_msgs=true):UNICAST3(xmit_interval=500;xmit_table_num_rows=100;xmit_table_msgs_per_row=2000;xmit_table_max_compaction_time=60000;conn_expiry_timeout=0;max_msg_batch_size=500):pbcast.STABLE(stability_delay=1000;desired_avg_gossip=50000;max_bytes=4M):pbcast.GMS(join_timeout=2000;print_local_addr=true;view_bundling=true):UFC(max_credits=2M;min_threshold=0.4):MFC(max_credits=2M;min_threshold=0.4):FRAG2(frag_size=60K):RSVP(resend_interval=2000;timeout=10000)
2. Start node1 and wait for it is fully started
3. On node1, assert console and find control channel’s address : liferay-Precision-5520-37063
-------------------------------------------------------------------
GMS: address=liferay-Precision-5520-37063, cluster=liferay-channel-control, physical address=172.16.20.96:37714
-------------------------------------------------------------------
4. Start node2 and wait for it is fully started
5. On node2, assert console and find control channel’s address: liferay-Precision-5520-30711
-------------------------------------------------------------------
GMS: address=liferay-Precision-5520-30711, cluster=liferay-channel-control, physical address=172.16.20.96:44936
-------------------------------------------------------------------
6. On node1, assert console
Accepted view [liferay-Precision-5520-37063|1] (2) [liferay-Precision-5520-37063,
liferay-Precision-5520-30711]
7. On node2, assert console
Accepted view [liferay-Precision-5520-37063|1] (2) [liferay-Precision-5520-37063,
liferay-Precision-5520-30711]"
Clustering,,UDP,9b,Manual,25,3,,,,,,"1. Configure two nodes as a cluster
1. Enable cluster on both nodes by setting: cluster.link.enabled=true
2. Configure two nodes to use same database (HSQL is not allowed in cluster environment)
3. Modify channel properties to use UDP by setting:
                cluster.link.channel.properties.control=udp.xml
cluster.link.channel.properties.transport.0=udp.xml
2. Start node1 and wait for it is fully started
3. Assert on console of node1, udp is the protocol using, search the following code, there should be two matches, one for control channel, one for transport channel
        Create a new JGroups channel with properties UDP(
4. On node1, assert console and find control channel’s address : liferay-Precision-5520-37063
-------------------------------------------------------------------
GMS: address=liferay-Precision-5520-37063, cluster=liferay-channel-control, physical address=172.16.20.96:37714
-------------------------------------------------------------------
5. Start node2 and wait for it is fully started
6. On node2, assert console and find control channel’s address: liferay-Precision-5520-30711
-------------------------------------------------------------------
GMS: address=liferay-Precision-5520-30711, cluster=liferay-channel-control, physical address=172.16.20.96:44936
-------------------------------------------------------------------
7. On node1, assert console
Accepted view [liferay-Precision-5520-37063|1] (2) [liferay-Precision-5520-37063,
liferay-Precision-5520-30711]
8. On node2, assert console
Accepted view [liferay-Precision-5520-37063|1] (2) [liferay-Precision-5520-37063,
liferay-Precision-5520-30711]"
Clustering,,TCP,9c,Manual,25,3,,,,,,"1. Configure two nodes as a cluster
1. Enable cluster on both nodes by setting: cluster.link.enabled=true
2. Configure two nodes to use same database (HSQL is not allowed in cluster environment)
3. Modify channel properties to use TCP by setting:
                cluster.link.channel.properties.control=tcp.xml
cluster.link.autodetect.address=localhost
2. Start node1 and wait for it is fully started
3. Assert on console of node1, tcp is the protocol using, search the following code, there should be one match for control channel
        Create a new JGroups channel with properties TCP(
4. On node1, assert console and find control channel’s address : liferay-Precision-5520-37063
-------------------------------------------------------------------
GMS: address=liferay-Precision-5520-37063, cluster=liferay-channel-control, physical address=127.0.0.1:7800
-------------------------------------------------------------------
5. Start node2 and wait for it is fully started
6. On node2, assert console and find control channel’s address: liferay-Precision-5520-30711
-------------------------------------------------------------------
GMS: address=liferay-Precision-5520-30711, cluster=liferay-channel-control, physical address=127.0.0.1:7801
-------------------------------------------------------------------
7. On node1, assert console
Accepted view [liferay-Precision-5520-37063|1] (2) [liferay-Precision-5520-37063,
liferay-Precision-5520-30711]
8. On node2, assert console
Accepted view [liferay-Precision-5520-37063|1] (2) [liferay-Precision-5520-37063,
liferay-Precision-5520-30711]"
Clustering,,TCP_PING,9d,Manual,25,3,,,,,,"1. Configure two nodes as a cluster:
1. Add a parameter to setenv.sh/setenv.bat on both nodes’ JVM:
-Djgroups.bind_addr=[node_address]
2. Configure two nodes to use same database (HSQL is not allowed in cluster environment)
3. Modify channel properties to use TCP by setting in portal-ext.properties:
cluster.link.channel.properties.control=[CONFIG_FILE_PATH]/tcp-control.xml
cluster.link.channel.properties.transport.0=[CONFIG_FILE_PATH]/tcp-transport.xml
4. Add the following properties into portal-ext.properties: 
cluster.link.enabled=true
initial_hosts=""${jgroups.tcpping.initial_hosts}""
5. Download the latest com.liferay.portal.cluster.multiple-[version].jar files from Liferay’s Nexus repository and open it.
6. In this JAR’s lib folder is a file called jgroups-[version].Final.jar. 
7. Open it and find tcp.xml. Extract tcp.xml to  /webapps/ROOT/WEB-INF/classes/ 
8. Make a copy of the tcp.xml, rename both and add both files to each node:
Tcp-control.xml
tcp-transport.xml
9. Edit these files and assign bind ports, for example, first two nodes might assign these bind ports:
* Node 1
        tcp-control.xml bind port: 7800
tcp-transport.xml bind port: 7801
* Node 2
tcp-control.xml bind port: 7802
tcp-transport.xml bind port: 7803
2. Start node1 and wait for it is fully started
3. Assert no “ERROR [TQ-Bundler-8,liferay-channel-control][TCP:99] JGRP000029”
4. Start node 2 and wait for it is fully started
5. Assert no “ERROR [TQ-Bundler-8,liferay-channel-control][TCP:99] JGRP000029”
Test Group 10 - Session Replication"
Clustering,,Test Group 10 - Session Replication,,,,,,,,,,
Clustering,,Session replicated between nodes (LPS-72911),10a,Manual,,3,,,,,,"1. Configure Liferay cluster with two tomcat nodes.
2. Edit *$TOMCAT_HOME/conf/server.xml* of each node and configure the tcp ports to ""8080"" and ""8180""
3. Activate session replication at tomcat level:
   1. Edit $TOMCAT_HOME/conf/server.xml of each node and inside <Engine> tag, add following text:
<Cluster className=""org.apache.catalina.ha.tcp.SimpleTcpCluster""/>
   2. Edit *$TOMCAT_HOME/conf/context.xml* of each node and inside {{Context}} tag, add following text:
<Manager className=""org.apache.catalina.ha.session.DeltaManager""
            expireSessionsOnShutdown=""false""
            notifyListenersOnReplication=""true""/>
   3. Edit *$TOMCAT_HOME/webapps/ROOT/WEB-INF/web.xml* and immediately following the <web-app> tag (inside the tag), add the tag <distributable />
   4. Edit *$TOMCAT_HOME/conf/logging.properties* and add the following lines.
##CLUSTER LOG
5cluster.org.apache.juli.AsyncFileHandler.level = FINER
5cluster.org.apache.juli.AsyncFileHandler.directory = ${catalina.base}/logs
5cluster.org.apache.juli.AsyncFileHandler.prefix = cluster.

# just the clustering logs - all others are stock logging.properties
org.apache.catalina.tribes.MESSAGES.level = FINE
org.apache.catalina.tribes.MESSAGES.handlers = 5cluster.org.apache.juli.AsyncFileHandler

org.apache.catalina.tribes.level = FINE
org.apache.catalina.tribes.handlers = 5cluster.org.apache.juli.AsyncFileHandler

org.apache.catalina.ha.level = FINE
org.apache.catalina.ha.handlers = 5cluster.org.apache.juli.AsyncFileHandler

org.apache.catalina.ha.deploy.level = INFO
org.apache.catalina.ha.deploy.handlers = 5cluster.org.apache.juli.AsyncFileHandler
           5. Also add 5cluster.org.apache.juli.AsyncFileHandler to handlers line at the beginning of the file.
4. Start first tomcat node and wait until startup finish
5. Verify you can login from browser using URL: http://localhost:8080/web/guest
6. Start second tomcat node and wait until startup finish
7. Review LIFERAY_HOME/tomcat-8.0.32/logs/cluster.*.log files of both nodes (configured in previous steps) and verify that tomcat cluster is working.
8. Login and logout in both tomcat cluster nodes using following URLs: http://localhost:8080/web/guest and http://localhost:8180/web/guest
9. Assert no errors thrown in cluster log files (LIFERAY_HOME/tomcat-8.0.32/logs/cluster.*.log )
10. Install test-session-replication-portlet.war in first tomcat node (copy war to liferay deploy directory)
11. Create a page called ""session replication test""
12. Add test session replication portlet to created page
13. Install attached test-session-replication-portlet.war in second tomcat node (copy war to liferay deploy directory)
14. Open created page ""session replication test"" in a new browser using URL of first node
15. Following message will be displayed: 
""No sessionData exists, generated a new one with random string ....""
16. Refresh page: the same generated random string will be displayed again 
17. In the same browser, open the same page but using the second node URL.
18. Assert the same random string generated in the first node is displayed second node (random string is replicated through tomcat session replication) 
19. Check cluster log (LIFERAY_HOME/tomcat-8.0.32/logs/cluster.*.log) files for both nodes
20. Assert no error is displayed"
Clustering,,Shutdown module during replicated session (LPS-73732),10b,Manual,,3,,,,,,"1. Execute 10a (1-6)
2. Navigate to gogo shell for the first node and execute:
   1. lb | grep test-session-replication-portlet
   2. stop <id> (id: number obtained in previous step)
3. Open created page ""session replication test"" in a new browser using URL of second node
4. Assert the same generated random string will be displayed on the second node
5. Assert no error thrown[h][i][j][k] in Liferay console
6. Open cluster log (LIFERAY_HOME/tomcat-8.0.32/logs/cluster.*.log) files for both nodes
7. Assert no error is displayed"
Clustering,,Test Group 11 - Startup Scenarios,,,,,,,,,,
Clustering,,Servers with existing osgi/state (LPS-90295),11a,Manual,,4,,,,,,"1. Download snapshot bundle (or any release bundle that includes osgi/state)
2. Unzip liferay-portal-tomcat-master.7z
3. Setup clustering
   1. Add `cluster.link.enabled=true` into portal-ext.properties
   2. Add to osgi/configs folder
      1. com.liferay.portal.search.elasticsearch6.configuration.ElasticsearchConfiguration.config
         1. operationMode=""REMOTE""
   3. Run ""ant -f build-test-elasticsearch6.xml start-elasticsearch"" on source folder to start a remote elasticsearch
   4. Make a copy of the bundle and set to a different port in tomcat/conf/server.xml
4. Start cluster node 1
5. Assert that node 1 starts without error
6. Start second node
7. Assert that node 2 starts without error"
Clustering,,Test Group 12 - Portal Database Content,,,,,,,,,,
Clustering,,Add and Delete Blog Entries on different nodes,12a,Functional,,4,,,,,Clustering#AddAndDeleteBlogEntriesOnSeparateNodes,"1. Start 2 node cluster
2. Navigate to first node (8080)
3. Create a page
4. Add a Blogs widget to the page
5. Create and publish a blogs entry
6. Navigate to second node (9080)
7. Navigate to previously created page
8. Assert Blog Entry present on second node
9. Add a second page (still on the second node)
10. Add a Blogs widget to the page
11. Assert first blog entry is now present on the second page
12. Add a second blog entry on this page
13. Delete second blog entry (move to Recycle Bin and then clear)
14. Navigate to first node (8080)
15. Go to second created page
16. Assert only first blog entry present
17. Search for deleted blog entry
18. Assert no results return"
Clustering,,View Document on different nodes,12b,Functional,,4,,,,,Clustering#ValidateDocumentOnSeparateNodes,"1. Start 2 node cluster
2. Navigate to first node (8080)
3. Create a page
4. Add a Documents and Media widget to the page
5. Add a document
6. Navigate to second node (9080)
7. Go to created page
8. Assert Document present on the second node"
Config Admin,Config Admin,,,,,,,,,,,
Config Admin,,Test Group 1 - Database (Persistence),,,,,,,,,,
Config Admin,,Confirm bundle activator registration,1a,Integration,-,,,,,,ConfigurationPersistenceManagerTest#testConfigurationPersistenceManager,"1. Start PersistenceManager service
2. Assert class name matches ConfigurationPersistenceManager"
Config Admin,,Assert methods with Factory Configuration,1b,Integration,-,,,,,,ConfigurationPersistenceManagerTest#testCreateFactoryConfiguration,"1. Create factory configuration in ConfigAdmin
2. Add properties dictionary
3. Assert configuration with ""exists""
4. Assert properties with ""load""
5. Assert update properties with ""update"" and ""load""
6. Delete configuration
7. Assert configuration not returned for  ""exists"""
Config Admin,,Exists,1c,Integration,-,,,,,,ConfigurationPersistenceManagerTest#testExists,"1. Create single configuration with pid
2. Assert configuration with ""exists""
3. Delete configuration
4. Assert configuration gone with ""exists"""
Config Admin,,Get Configuration,1d,Integration,-,,,,,,ConfigurationPersistenceManagerTest#testGetConfiguration,"1. Create single configuration using ""getConfiguration""
2. Add properties dictionary
3. Assert configuration with ""exists""
4. Assert properties with ""load""
5. Assert update properties with ""update"" and ""load""
6. Delete configuration
7. Assert configuration not returned for  ""exists"""
Config Admin,,Test Group 2 - Migration tool warnings,,,,,,,,,,
Config Admin,,Migration Tool warning system for portal property,2a,Integration,-,,,,,,VerifyProperties#testModularizedPortalKeys,"1. Add property to portal-ext that has been migrated
2. Assert warning system when portal property has been migrated to config (.cfg/.config) instead of a property"
Config Admin,,Migration Tool warning system for system property,2b,Manual,,3,,,,,,"1. Add property to system-ext that has been migrated
2. Assert warning system when system property has been migrated to config (.cfg/.config) instead of a property"
Config Admin,,Test Group 3 - Configuration Extender,,,,,,,,,,
Config Admin,,Factory Configuration,3a,Integration,-,,,,,,ConfiguratorExtenderTest#testFactoryConfiguration,"1. Create Factory ConfiguratorExtension
2. Assert configuration in ConfigAdmin"
Config Admin,,Factory configuration when another configuration is created,3b,Integration,-,,,,,,ConfiguratorExtenderTest#testFactoryConfigurationCreatesAnother,"1. Create factory configuration in ConfigAdmin and add key
2. Add second factory configuration at extension start
3. Assert both configurations present"
Config Admin,,Factory configuration with clashing factoryPid,3c,Integration,-,,,,,,ConfiguratorExtenderTest#testFactoryConfigurationWithClashingFactoryPid,"1. Add 2 Factory NamedConfigurationContent objects with the same factory pid
2. Assert 2 configurations added to ConfigAdmin"
Config Admin,,Factory configuration with clashing multiple contents,3d,Integration,-,,,,,,ConfiguratorExtenderTest#testFactoryConfigurationWithClashingMultipleContents,"1. Add 2 NamedConfigurationContent objects with the same factory.pid, same pid, and different key values
2. Assert ConfigAdmin only has one configuration and the first key value is saved[b][c][d]."
Config Admin,,Factory configuration with clashing multiple contents and different namespaces,3e,Integration,-,,,,,,ConfiguratorExtenderTest#testFactoryConfigurationWithClashingMultipleContentsAndDifferentNamespaces,"1. Add 2 factory NamedConfigurationContent objects with the same factory.pid, same pid, same key values, and different namespaces
2. Assert ConfigAdmin has 2 configurations"
Config Admin,,Single configuration,3f,Integration,-,,,,,,ConfiguratorExtenderTest#testSingleConfiguration,"1. Add Single NamedConfigurationContent
2. Assert configuration in ConfigAdmin"
Config Admin,,Single configuration respects existing configuration,3g,Integration,-,,,,,,ConfiguratorExtenderTest#testSingleConfigurationRespectsExistingConfiguration,"1. Create single configuration in ConfigAdmin and add key value
2. Add single configuration at extension start with different key value (use the same pid)
3. Assert key value not overwritten in ConfigAdmin 

ConfiguratorExtenderTest#testSingleConfigurationRespectsExistingConfiguration"
Config Admin,,Single configuration with clashing multiple contents,3h,Integration,-,,,,,,ConfiguratorExtenderTest#testSingleConfigurationWithClashingMultipleContents,"1. Add 2 Single NamedConfigurationContent objects with the same pid and different key values
2. Assert only first configuration present in ConfigAdmin (check key value)
        
ConfiguratorExtenderTest#testSingleConfigurationWithClashingMultipleContents"
Config Admin,,Single configuration with clashing multiple contents and different namespaces,3i,Integration,-,,,,,,ConfiguratorExtenderTest#testSingleConfigurationWithClashingMultipleContentsAndDifferentNamespaces,"1. Add 2 Single NamedConfigurationContent objects with the same pid, different key values, and different namespaces
2. Assert only first configuration present in ConfigAdmin (check key value)
        
ConfiguratorExtenderTest#testSingleConfigurationWithClashingMultipleContentsAndDifferentNamespaces
"
Config Admin,,Test single configuration with multiple contents,3j,Integration,-,,,,,,ConfiguratorExtenderTest#testSingleConfigurationWithMultipleContents,"1. Add 2 Single NamedConfigurationContent objects with the different pid and same key values
2. Assert 2 configurations present in ConfigAdmin"
Config Admin,,Exception in supplier does stop configuration extension,3k,Integration,-,,,,,,ConfiguratorExtenderTest#testExceptionInSupplierDoesNotStopExtension,"1. Create ConfiguratorExtension with runtime exception in ConfigurationDescriptionFactory
2. Assert configuration still present in ConfigAdmin"
Config Admin,,Create Factory Configuration,3l,Integration,-,,,,,,ConfigurationDescriptionFactoryImplTest#testCreateFactoryConfiguration,"1. Create Factory ConfigurationDescription object with 2 keys
2. Assert factory.pid and config.pid
3. Assert both key values"
Config Admin,,Returns null when not properties file named configuration content,3m,Integration,-,,,,,,ConfigurationDescriptionFactoryImplTest#testCreateReturnsNullWhenNotPropertiesFileNamedConfigurationContent,"1. Attempt to create NamedConfigurationContent object with no InputStream
2. Assert no ConfigurationDescription created
        
ConfigurationDescriptionFactoryImplTest#testCreateReturnsNullWhenNotPropertiesFileNamedConfigurationContent
"
Config Admin,,Create Single Configuration,3n,Integration,-,,,,,,ConfigurationDescriptionFactoryImplTest#testCreateSingleConfiguration,"1. Create Single ConfigurationDescription object with 2 keys
2. Assert config.pid
3. Assert both key values
        
Path Content"
Config Admin,,Create configuration path content factory,3o,Integration,-,,,,,,NamedConfigurationPathContentFactoryTest#testCreate,"1. Create bundleStorage object with properties file and key values
2. Create NamedConfigurationContent object with the bundleStorage object
3. Assert properties file and key values in NamedConfigurationContent"
Config Admin,,Test configuration with multiple files path,3p,Integration,-,,,,,,NamedConfigurationPathContentFactoryTest#testCreateWithMultipleFiles,"1. Execute 3n with 2 different files and key values
2. Assert both properties file and key values"
Config Admin,,Test configuration with nested directory,3q,Integration,-,,,,,,NamedConfigurationPathContentFactoryTest#testCreateWithNestedDirectory,"1. Execute 3n with 2 different files and key values. Put second file in a nested directory.
2. Assert both properties file and key values"
Config Admin,,Test Group 4 - Configuration Cluster,,,,,,,,,,
Config Admin,,SynchronousConfigurationListener,4a,Manual,,3,,,,,,"1. TBD - Assert final message sent to cluster link
2. How do we bootstrap the cluster to test this?"
Config Admin,,Test Group 5 - Persistence Manager Implementation,,,,,,,,,,
Config Admin,,Store,5a,Manual,-,3,,,,,Needs unit test,1. Assert Store implementation code
Config Admin,,Get Dictionaries,5b,Manual,-,3,,,,,Needs unit test,1. Assert getDictionaries implementation code
Config Admin,,Exists,5c,Manual,-,3,,,,,Needs unit test,2. Assert exists implementation code
Config Admin,,Delete,5d,Manual,-,3,,,,,Needs unit test,3. Assert delete implementation code
Config Admin,,Load,5e,Manual,-,3,,,,,Needs unit test,4. Assert load implementation code
Config Admin,,Reload,5f,Manual,-,3,,,,,Needs unit test,5. Assert reload implementation code
Config Admin,,Test Group 6 - Configuration Under Load,,,,,,,,,,
Config Admin,,Creat full load,6a,Manual,20,3,,,,,,"1. Start portal
2. Access gogo shell
3. Execute ""getPossibleConfigurations"" 
4. Get full list of configurations in use (all pids)
5. Shutdown portal
6. Add all pids to single bundle configuration
7. Add bundle to the portal
8. Start portal on a fresh database
9. Assert portal starts successfully without significant slowdown"
Config Admin,,Test Group 7 - Upgrade,,,,,,,,,,
Config Admin,,Upgrade configuration files,7a,Manual,,4,,,,,,"1. Create configuration with an old pid and a service.pid in dictionary
2. Add config files with both .cfg and .config extensions
3. Execute createUpgradeSteps with old pid and new pid
4. Assert new pid and new dictionary service.pid in database
5. Assert old pid removed from database
6. Assert both config files updated


        


Notes:
Config files are managed by felix file install, dictionary contains file name property, this is not updated by the existing code. Does not handle configuration factory, has a factory.pid (name of the file is also not connected to the service.pid, could be different file name scheme). What happens if dictionary file name and system path file name are not in sync?"
Config Admin,,Upgrade configuration table (LPS-89497),7b,Manual,,4,,,,,Bug still open,"1. Start 7.0.x or 7.1.x
2. Create a new instance for an arbitrary factory config, for example AnonymousUserConfiguration, OpenIdConnectProviderConfiguration, DestinationWorkerConfiguration etc.
3. This creates a config instance like com.xxx.OpenIdConnectProviderConfiguration-bab76645-06b9-44d0-8a5d-7b49802b1d43.config
4. Stop portal
5. Write a new upgrade step for the affected module like this on 7.1.x or master:
package com.your.package;


import com.liferay.portal.configuration.persistence.upgrade.ConfigurationUpgradeStepFactory;
import com.liferay.portal.upgrade.registry.UpgradeStepRegistrator;


import org.osgi.service.component.annotations.Component;
import org.osgi.service.component.annotations.Reference;


@Component(immediate = true, service = UpgradeStepRegistrator.class)
public class TestUpgrade implements UpgradeStepRegistrator {


        @Override
        public void register(Registry registry) {
                registry.register(
                        ""a.b.c"", ""x.y.z"",
                        _configurationUpgradeStepFactory.createUpgradeStep(
                                ""com.old.factory.config.ClassName"",
                                ""com.new.factory.config.ClassName""));
        }


        @Reference
        private ConfigurationUpgradeStepFactory _configurationUpgradeStepFactory;


}
6. Build and deploy the updated module
7. Run the upgrade tool: java -jar LIFERAY_HOME/tools/portal-tools-db-upgrade-client/com.liferay.portal.tools.db.upgrade.client.jar
8. Wait until it finishes the upgrade
9. Assert the Configuration_ table contains the renamed factory and instance."
Config Admin,,Test Group 8 - Viewing Properties,,,,,,,,,,
Config Admin,, View all Portal Properties in Portal UI,8a,Functional,,4,,,,,Serveradministration#ViewSystemAndPortalProperties,"1. Navigate to Server Administration > Properties > Portal Properties
2. Assert portal properties are displayed with property name and value"
Config Admin,, View all System Properties in Portal UI,8b,Functional,,4,,,,,Serveradministration#ViewSystemAndPortalProperties,"1. Navigate to Server Administration > Properties > System Properties
2. Assert system properties are displayed with property name and val"
DB Upgrade Client,DB Upgrade Client,,,,,,,,,,,
DB Upgrade Client,,Test Group 1 - Run DB Upgrade Client with specific properties set,,,,,,,,,,
DB Upgrade Client,,Run DB Upgrade client with no properties set,1a,Functional,-,5,,,,,ant > check-upgrade-properties-none-set,"1. Preconditions:
   1. No properties files set
2. Execution:
   1. db_upgrade.sh or db_upgrade.bat
3. Expected results:
   1. The tool should ask for entering the following properties:
      1. dir
      2. global.lib.dir
      3. portal.dir
      4. server.detector.server.id
      5. extra.lib.dirs
      6. jdbc.default.url
      7. jdbc.default.driverClassName
      8. jdbc.default.username
      9. jdbc.default.password (verify that the password is masked while we enter the characters)
      10. liferay.home
   2. The should create three files with previous properties:
      1. app-server.properties
      2. portal-upgrade-database.properties
      3. portal-upgrade-ext.properties
   3. The tool should run the upgrade for core and modules."
DB Upgrade Client,,Run DB Upgrade client with only app-server and portal-upgrade-database properties set,1b,Functional,-,4,,,,,ant > check-upgrade-properties-app-db-set,"1. Preconditions:
   1. The following properties are set:
      1. Open App-server.properties and uncomment properties for specific appserver:
         1. dir
         2. Global.lib.dir
         3. portal.dir
         4. server.detector.server.id
         5. extra.lib.dirs
      2. Portal-upgrade-database.properties:
         1. jdbc.default.url
         2. jdbc.default.driverClassName
         3. jdbc.default.username
         4. jdbc.default.password
2. Execution:
   1. db_upgrade.sh or db_upgrade.bat
3. Expected results:
   1. The tool should ask for entering the following properties:
      1. liferay.home
   2. The should create one file with previous properties:
      1. portal-upgrade-ext.properties
   3. The tool should run the upgrade for core and modules."
DB Upgrade Client,,Run DB Upgrade client with only portal-upgrade-ext and portal-upgrade-database properties set,1c,Functional,-,3,,,,,ant > check-upgrade-properties-db-ext-set,"1. Preconditions:
   1. The following properties are set:
      1. portal-upgrade-ext.properties:
         1. liferay.home
      2. Portal-upgrade-database.properties:
         1. jdbc.default.url
         2. jdbc.default.driverClassName
         3. jdbc.default.username
         4. jdbc.default.password
2. Execution:
   1. db_upgrade.sh or db_upgrade.bat 
3. Expected results:
   1. The tool should ask for entering the following properties:
      1. dir
      2. global.lib.dir
      3. portal.dir
      4. server.detector.server.id
      5. extra.lib.dirs
   2. The should create three files with previous properties:
      1. app-server.properties
   3. The tool should run the upgrade for core and modules."
